ID,EGRID,fid,Art,BFSNr,GWR_EGID,Check_GreenSpace,area_m2
TEST-00894,CH619420107989,6012210359,Acker_Wiese_Weide,2254.0,,Green space (soil-covered),5147.008764992318
TEST-00458,CH629166109448,6012224851,Acker_Wiese_Weide,2138.0,,Green space (soil-covered),11.881085149473469
TEST-00458,CH629166109448,6012225078,uebrige_befestigte,2138.0,,Not green space,4.729051750932121
TEST-00458,CH629166109448,6012581948,Strasse_Weg,2138.0,,Not green space,0.08002759763589971
TEST-00042,CH579491531005,6012224934,Gartenanlage,2138.0,,Green space (soil-covered),399.8659281497551
TEST-00042,CH579491531005,6012224941,Acker_Wiese_Weide,2138.0,,Green space (soil-covered),2.4386877744768127
TEST-00042,CH579491531005,6012225842,Gebaeude,2138.0,1514707,Not green space,92.25767650211598
TEST-00042,CH579491531005,6012225881,uebrige_befestigte,2138.0,,Not green space,153.81092526475302
TEST-00042,CH579491531005,6012581565,Strasse_Weg,2138.0,,Not green space,2.487534312629819
TEST-00398,CH253710749462,6012368137,uebrige_befestigte,2097.0,,Not green space,22.459804877797662
TEST-00398,CH253710749462,6012367945,uebrige_befestigte,2097.0,,Not green space,5.851223913723977
TEST-00398,CH253710749462,6012367853,Gebaeude,2097.0,1507937,Not green space,192.70358670861606
TEST-00114,CH831072941417,6012555869,Strasse_Weg,2198.0,,Not green space,0.0012520613244149104
TEST-00114,CH831072941417,6012557495,Strasse_Weg,2198.0,,Not green space,0.0032984115303440475
TEST-00114,CH831072941417,6012385032,Gartenanlage,2198.0,,Green space (soil-covered),0.0022285120366012535
TEST-00114,CH831072941417,6012384552,uebrige_befestigte,2198.0,,Not green space,21.09019046210357
TEST-00114,CH831072941417,6012540205,Verkehrsinsel,2197.0,,Not green space,1.2634531752882487
TEST-00114,CH831072941417,6012384593,Gartenanlage,2198.0,,Green space (soil-covered),0.0058336531183913465
TEST-00114,CH831072941417,6012384597,Trottoir,2198.0,,Not green space,992.531290803097
TEST-00114,CH831072941417,6012384096,Trottoir,2198.0,,Not green space,0.30881343887394397
TEST-00114,CH831072941417,6012384614,Gartenanlage,2198.0,,Green space (soil-covered),0.010683315361347923
TEST-00114,CH831072941417,6012384102,Gartenanlage,2198.0,,Green space (soil-covered),130.48439640385243
TEST-00114,CH831072941417,6012384119,Gartenanlage,2198.0,,Green space (soil-covered),0.004345530921468676
TEST-00114,CH831072941417,6012385169,uebrige_humusierte,2198.0,,Green space (soil-covered),15.050547822413137
TEST-00114,CH831072941417,6012385170,uebrige_humusierte,2198.0,,Green space (soil-covered),20.274534002186822
TEST-00114,CH831072941417,6012385171,uebrige_humusierte,2198.0,,Green space (soil-covered),31.564189508434357
TEST-00114,CH831072941417,6012540325,Verkehrsinsel,2198.0,,Not green space,16.722521500493897
TEST-00114,CH831072941417,6012384678,Acker_Wiese_Weide,2198.0,,Green space (soil-covered),0.0025255578861180794
TEST-00114,CH831072941417,6012554662,Strasse_Weg,2198.0,,Not green space,3518.106854834939
TEST-00114,CH831072941417,6012540331,Verkehrsinsel,2198.0,,Not green space,16.280713999046633
TEST-00114,CH831072941417,6012384175,uebrige_humusierte,2198.0,,Green space (soil-covered),177.77467200921984
TEST-00114,CH831072941417,6012540341,Verkehrsinsel,2198.0,,Not green space,26.117890998522228
TEST-00114,CH831072941417,6012540347,Verkehrsinsel,2198.0,,Not green space,16.19876100180013
TEST-00114,CH831072941417,6012540345,Verkehrsinsel,2198.0,,Not green space,54.89121421005489
TEST-00114,CH831072941417,6012540351,Verkehrsinsel,2198.0,,Not green space,21.714408501692716
TEST-00114,CH831072941417,6012540355,Verkehrsinsel,2198.0,,Not green space,5.844706000155543
TEST-00114,CH831072941417,6012540361,Verkehrsinsel,2198.0,,Not green space,11.300550254347067
TEST-00114,CH831072941417,6012384717,Gartenanlage,2198.0,,Green space (soil-covered),0.0015174999441533998
TEST-00114,CH831072941417,6012384718,uebrige_befestigte,2198.0,,Not green space,0.0018979958860772662
TEST-00088,CH567410943939,6012361792,Gartenanlage,2206.0,,Green space (soil-covered),306.6169862813185
TEST-00088,CH567410943939,6012357348,Gebaeude,2206.0,3092897,Not green space,140.41339050113478
TEST-00088,CH567410943939,6012361772,uebrige_befestigte,2206.0,,Not green space,98.62988621886619
TEST-00832,CH554685740108,6012553104,Strasse_Weg,2306.0,,Not green space,19.32069252394826
TEST-00832,CH554685740108,6012262849,uebrige_humusierte,2306.0,,Green space (soil-covered),747.6627404835921
TEST-00832,CH554685740108,6012262850,uebrige_humusierte,2306.0,,Green space (soil-covered),1168.0089725903654
TEST-00832,CH554685740108,6012262851,Acker_Wiese_Weide,2306.0,,Green space (soil-covered),0.0042997826231721565
TEST-00832,CH554685740108,6012262855,Acker_Wiese_Weide,2306.0,,Green space (soil-covered),0.2674561815350365
TEST-00832,CH554685740108,6012545365,Gewaesser_fliessendes,2306.0,,Not green space,887.5197938948357
TEST-00194,CH791097649429,6012301286,uebrige_befestigte,2148.0,,Not green space,324.5295391899498
TEST-00194,CH791097649429,6012302125,uebrige_befestigte,2148.0,,Not green space,0.0031652156407887596
TEST-00194,CH791097649429,6012302709,Gartenanlage,2148.0,,Green space (soil-covered),0.0038461705398482593
TEST-00194,CH791097649429,6012301014,Gartenanlage,2148.0,,Green space (soil-covered),289.38105711025685
TEST-00194,CH791097649429,6012300190,Gebaeude,2148.0,1516172,Not green space,182.7048100017115
TEST-00472,CH119449108886,6012520171,geschlossener_Wald,2115.0,,Green space (wooded),5236.198246011423
TEST-00472,CH119449108886,6012548914,Gewaesser_fliessendes,2115.0,,Not green space,23.2869254739628
TEST-00107,CH409894931060,6012319805,Gartenanlage,2309.0,,Green space (soil-covered),0.0022916899827514214
TEST-00107,CH409894931060,6012318454,Acker_Wiese_Weide,2309.0,,Green space (soil-covered),13788.47550980722
TEST-00785,CH698572620111,6012321120,Gebaeude,2117.0,3120861,Not green space,350.7784680002449
TEST-00785,CH698572620111,6012321232,Gartenanlage,2117.0,,Green space (soil-covered),362.9046861646172
TEST-00785,CH698572620111,6012321233,uebrige_befestigte,2117.0,,Not green space,300.7391453341023
TEST-00661,CH738572016401,6012321826,Acker_Wiese_Weide,2117.0,,Green space (soil-covered),3719.4604265083544
TEST-00490,CH949410973307,6012291406,Gartenanlage,2152.0,,Green space (soil-covered),6.91397506258205
TEST-00490,CH949410973307,6012289582,Acker_Wiese_Weide,2152.0,,Green space (soil-covered),1411.4809274234876
TEST-00490,CH949410973307,6012542997,Gewaesser_fliessendes,2152.0,,Not green space,2.887598129046923
TEST-00490,CH949410973307,6012290677,uebrige_bestockte,2152.0,,Green space (wooded),47.03483137982349
TEST-00632,CH379492651028,6012532262,geschlossener_Wald,2155.0,,Green space (wooded),134.6176571445025
TEST-00632,CH379492651028,6012546486,Gewaesser_fliessendes,2155.0,,Not green space,0.0016404837127920872
TEST-00632,CH379492651028,6012427069,Acker_Wiese_Weide,2155.0,,Green space (soil-covered),1537.3815523782996
TEST-00262,CH629116109413,6012440078,Acker_Wiese_Weide,2275.0,,Green space (soil-covered),0.008689112872160919
TEST-00262,CH629116109413,6012563778,Strasse_Weg,2275.0,,Not green space,2175.504682508687
TEST-00262,CH629116109413,6012440435,uebrige_Intensivkultur,2275.0,,Not green space,0.007421544214480142
TEST-00262,CH629116109413,6012440440,Acker_Wiese_Weide,2275.0,,Green space (soil-covered),0.010893838234344543
TEST-00714,CH768910946624,6012562068,Strasse_Weg,2275.0,,Not green space,49.14143688878448
TEST-00714,CH768910946624,6012438343,Acker_Wiese_Weide,2275.0,,Green space (soil-covered),0.003694227272688977
TEST-00714,CH768910946624,6012438253,Bahn,2275.0,,Not green space,2108.3461587406937
TEST-00714,CH768910946624,6012438254,Bahn,2275.0,,Not green space,1575.9624390439533
TEST-00714,CH768910946624,6012438259,Acker_Wiese_Weide,2275.0,,Green space (soil-covered),0.0035960905228214373
TEST-00954,CH491091949495,6012561410,Strasse_Weg,2053.0,,Not green space,53.74129476314084
TEST-00954,CH491091949495,6012454599,Acker_Wiese_Weide,2053.0,,Green space (soil-covered),399.3596443022045
TEST-00954,CH491091949495,6012455116,Gartenanlage,2053.0,,Green space (soil-covered),30.036234969382743
TEST-00954,CH491091949495,6012448504,uebrige_befestigte,2053.0,,Not green space,0.0020164701374527313
TEST-00197,CH831083943096,6012528006,geschlossener_Wald,2163.0,,Green space (wooded),465.24914918353255
TEST-00197,CH831083943096,6012527276,geschlossener_Wald,2163.0,,Green space (wooded),10575.533340407626
TEST-00197,CH831083943096,6012547187,Gewaesser_fliessendes,2163.0,,Not green space,958.7614529170556
TEST-00425,CH331082942190,6012498722,Gebaeude,2234.0,1528047,Not green space,16.826555800260493
TEST-00425,CH331082942190,6012497981,Gartenanlage,2234.0,,Green space (soil-covered),68.76013689607649
TEST-00425,CH331082942190,6012499630,Acker_Wiese_Weide,2234.0,,Green space (soil-covered),13.137795803054509
TEST-00278,CH179481771062,6012499853,Acker_Wiese_Weide,2234.0,,Green space (soil-covered),5116.39022177333
TEST-00672,CH182010949953,6012543913,Gewaesser_fliessendes,2294.0,,Not green space,126.33771163637988
TEST-00672,CH182010949953,6012338743,Acker_Wiese_Weide,2294.0,,Green space (soil-covered),173.71208459956077
TEST-00672,CH182010949953,6012533594,geschlossener_Wald,2294.0,,Green space (wooded),2660.320013809139
TEST-00672,CH182010949953,6012532542,geschlossener_Wald,2294.0,,Green space (wooded),0.006200973920520925
TEST-00672,CH182010949953,6012532543,geschlossener_Wald,2294.0,,Green space (wooded),4240.66659999658
TEST-00201,CH187733837711,6028390175,Strasse_Weg,1706.0,,Not green space,77.7698367768728
TEST-00201,CH187733837711,6028262711,Gartenanlage,1706.0,,Green space (soil-covered),112.68293921207055
TEST-00201,CH187733837711,6028262712,Trottoir,1706.0,,Not green space,49.92061667058962
TEST-00201,CH187733837711,6028262716,Gebaeude,1706.0,190543116,Not green space,383.2290779994812
TEST-00201,CH187733837711,6028262755,uebrige_befestigte,1706.0,,Not green space,533.8349858792764
TEST-00201,CH187733837711,6028262759,Gartenanlage,1706.0,,Green space (soil-covered),918.104135964054
TEST-00367,CH346506747884,6028332033,Gebaeude,1711.0,90000470,Not green space,73.18772450105439
TEST-00367,CH346506747884,6028378651,geschlossener_Wald,1711.0,,Green space (wooded),10.996911791646745
TEST-00367,CH346506747884,6028338719,uebrige_befestigte,1711.0,,Not green space,1328.6857080050195
TEST-00367,CH346506747884,6028327462,uebrige_befestigte,1711.0,,Not green space,88.99234800001838
TEST-00367,CH346506747884,6028347468,Gebaeude,1711.0,191987690,Not green space,7.500001000000095
TEST-00367,CH346506747884,6028334198,Gebaeude,1711.0,191987687,Not green space,14.903215999547639
TEST-00367,CH346506747884,6028328631,Gartenanlage,1711.0,,Green space (soil-covered),1574.1861211116168
TEST-00367,CH346506747884,6028328633,Gartenanlage,1711.0,,Green space (soil-covered),173.90732999806815
TEST-00367,CH346506747884,6028343493,Gebaeude,1711.0,190963609,Not green space,241.90466299915306
TEST-00367,CH346506747884,6028343497,uebrige_befestigte,1711.0,,Not green space,688.6284229753069
TEST-00367,CH346506747884,6028343499,Gartenanlage,1711.0,,Green space (soil-covered),2186.612383216676
TEST-00367,CH346506747884,6028343502,uebrige_befestigte,1711.0,,Not green space,1278.714958999799
TEST-00367,CH346506747884,6028343505,uebrige_befestigte,1711.0,,Not green space,1262.9754814989417
TEST-00367,CH346506747884,6028348124,uebrige_befestigte,1711.0,,Not green space,3438.8753329415244
TEST-00367,CH346506747884,6028348126,Gartenanlage,1711.0,,Green space (soil-covered),1211.565145578019
TEST-00367,CH346506747884,6028348127,Gartenanlage,1711.0,,Green space (soil-covered),146.15015400250465
TEST-00367,CH346506747884,6028345569,uebrige_humusierte,1711.0,,Green space (soil-covered),33.04991285223
TEST-00367,CH346506747884,6028348129,Gartenanlage,1711.0,,Green space (soil-covered),361.9459395738529
TEST-00367,CH346506747884,6028348130,Gartenanlage,1711.0,,Green space (soil-covered),41.29862900074893
TEST-00367,CH346506747884,6028345572,uebrige_befestigte,1711.0,,Not green space,9.327516279978363
TEST-00367,CH346506747884,6028348132,Gartenanlage,1711.0,,Green space (soil-covered),82.08573350215117
TEST-00367,CH346506747884,6028348134,Gartenanlage,1711.0,,Green space (soil-covered),1763.2419850666463
TEST-00367,CH346506747884,6028345575,Gartenanlage,1711.0,,Green space (soil-covered),2649.383922519476
TEST-00367,CH346506747884,6028348137,Gebaeude,1711.0,191866819,Not green space,1067.2234079995585
TEST-00367,CH346506747884,6028348139,Gebaeude,1711.0,191847002,Not green space,19.48902399965082
TEST-00367,CH346506747884,6028345582,Gartenanlage,1711.0,,Green space (soil-covered),834.6948867006384
TEST-00367,CH346506747884,6028345586,Gartenanlage,1711.0,,Green space (soil-covered),274.09029296424234
TEST-00367,CH346506747884,6028343038,Trottoir,1711.0,,Not green space,26.28357925775302
TEST-00367,CH346506747884,6028338958,uebrige_befestigte,1711.0,,Not green space,515.8856699797215
TEST-00367,CH346506747884,6028336931,uebrige_humusierte,1711.0,,Green space (soil-covered),5.496085934479296
TEST-00367,CH346506747884,6028394789,Strasse_Weg,1711.0,,Not green space,17.376255800218193
TEST-00367,CH346506747884,6028345663,uebrige_befestigte,1711.0,,Not green space,41.75074293728507
TEST-00367,CH346506747884,6028397380,Strasse_Weg,1711.0,,Not green space,0.02940862086157542
TEST-00367,CH346506747884,6028302150,uebrige_befestigte,1711.0,,Not green space,1265.6971789998465
TEST-00367,CH346506747884,6028400465,Strasse_Weg,1711.0,,Not green space,73.70059449331455
TEST-00367,CH346506747884,6028341162,Gartenanlage,1711.0,,Green space (soil-covered),25.421012103175205
TEST-00367,CH346506747884,6028390838,Strasse_Weg,1711.0,,Not green space,680.6510380387691
TEST-00367,CH346506747884,6028346336,uebrige_befestigte,1711.0,,Not green space,602.7688507733945
TEST-00367,CH346506747884,6028342241,Gartenanlage,1711.0,,Green space (soil-covered),263.4794004961866
TEST-00367,CH346506747884,6028342242,Gebaeude,1711.0,190849111,Not green space,399.55358099415633
TEST-00367,CH346506747884,6028337639,uebrige_humusierte,1711.0,,Green space (soil-covered),402.7674839988377
TEST-00367,CH346506747884,6028332026,Gebaeude,1711.0,90000468,Not green space,1607.4376504991897
TEST-00367,CH346506747884,6028332027,Gebaeude,1711.0,90000479,Not green space,23.393021498837772
TEST-00474,CH197779746639,6033332768,Strasse_Weg,,,Not green space,74.46352830979328
TEST-00474,CH197779746639,6033018563,Gartenanlage,,,Green space (soil-covered),588.1870466827565
TEST-00474,CH197779746639,6033014411,Gebaeude,,931258,Not green space,95.88634300046833
TEST-00474,CH197779746639,6033015416,uebrige_befestigte,,,Not green space,84.3889135017359
TEST-00343,CH413088528970,6033031347,Reben,6023.0,,Green space (soil-covered),147.98081650333194
TEST-00772,CH143052562514,6033044603,Reben,6022.0,,Green space (soil-covered),1406.907244002866
TEST-00560,CH425666523029,6033045005,Reben,6022.0,,Green space (soil-covered),143.6109125007364
TEST-00116,CH825696523011,6033340658,Strasse_Weg,6022.0,,Not green space,38.09689391748513
TEST-00116,CH825696523011,6033033528,Gartenanlage,6022.0,,Green space (soil-covered),418.85666189226015
TEST-00554,CH443052766605,6033034317,uebrige_humusierte,6152.0,,Green space (soil-covered),4491.6267081186
TEST-00554,CH443052766605,6033034319,Gartenanlage,6152.0,,Green space (soil-covered),0.001526934799987811
TEST-00554,CH443052766605,6033034320,uebrige_befestigte,6152.0,,Not green space,0.0016275571362268646
TEST-00554,CH443052766605,6033034352,Gartenanlage,6152.0,,Green space (soil-covered),0.0033547557507396394
TEST-00554,CH443052766605,6033051788,uebrige_humusierte,6152.0,,Green space (soil-covered),1109.4789719414566
TEST-00554,CH443052766605,6033051790,uebrige_humusierte,6152.0,,Green space (soil-covered),1582.5093460107842
TEST-00554,CH443052766605,6033051789,uebrige_humusierte,6152.0,,Green space (soil-covered),934.4151885072863
TEST-00554,CH443052766605,6033324714,Gewaesser_fliessendes,6152.0,,Not green space,484.7282379988451
TEST-00554,CH443052766605,6033324716,Gewaesser_fliessendes,6152.0,,Not green space,670.8583659628046
TEST-00554,CH443052766605,6033324717,Gewaesser_fliessendes,6152.0,,Not green space,393.9075634960444
TEST-00554,CH443052766605,6033339077,Strasse_Weg,6152.0,,Not green space,209.64263610084987
TEST-00554,CH443052766605,6033051865,uebrige_befestigte,6152.0,,Not green space,5.8195957868757615
TEST-00554,CH443052766605,6033051876,Acker_Wiese_Weide,6152.0,,Green space (soil-covered),26.398997963950908
TEST-00554,CH443052766605,6033051877,uebrige_befestigte,6152.0,,Not green space,28.560441999225212
TEST-00554,CH443052766605,6033051879,uebrige_humusierte,6152.0,,Green space (soil-covered),3588.6747803829294
TEST-00554,CH443052766605,6033051878,uebrige_befestigte,6152.0,,Not green space,33.054295001369475
TEST-00554,CH443052766605,6033051888,Acker_Wiese_Weide,6152.0,,Green space (soil-covered),32.77369323198352
TEST-00554,CH443052766605,6033340691,Strasse_Weg,6152.0,,Not green space,6.883909501343918
TEST-00554,CH443052766605,6033054693,Gebaeude,6152.0,,Not green space,0.15413292343857657
TEST-00554,CH443052766605,6033324493,Gewaesser_fliessendes,6152.0,,Not green space,583.128790488131
TEST-00554,CH443052766605,6033324494,Gewaesser_fliessendes,6152.0,,Not green space,381.02812151348894
TEST-00554,CH443052766605,6033340891,Strasse_Weg,6152.0,,Not green space,1668.7663814027567
TEST-00431,CH543052705696,6033060000,uebrige_vegetationslose,6032.0,,Not green space,380.180871733231
TEST-00431,CH543052705696,6033060001,Fels,6032.0,,Not green space,21.826898500988037
TEST-00431,CH543052705696,6033060002,Acker_Wiese_Weide,6032.0,,Green space (soil-covered),167.0983230914474
TEST-00431,CH543052705696,6033060003,Fels,6032.0,,Not green space,395.0308665784154
TEST-00431,CH543052705696,6033060521,uebrige_humusierte,6032.0,,Green space (soil-covered),0.001417539607992012
TEST-00431,CH543052705696,6033314738,geschlossener_Wald,6032.0,,Green space (wooded),8495.555547796983
TEST-00431,CH543052705696,6033060277,Fels,6032.0,,Not green space,0.0010371570165325743
TEST-00431,CH543052705696,6033315278,geschlossener_Wald,6032.0,,Green space (wooded),0.004592149339817719
TEST-00431,CH543052705696,6033324624,Gewaesser_fliessendes,6032.0,,Not green space,510.0303924471501
TEST-00431,CH543052705696,6033058772,Fels,6032.0,,Not green space,186.52262093041972
TEST-00431,CH543052705696,6033058773,Fels,6032.0,,Not green space,98.60797671402827
TEST-00431,CH543052705696,6033058785,uebrige_humusierte,6032.0,,Green space (soil-covered),440.6112169993743
TEST-00431,CH543052705696,6033058786,uebrige_humusierte,6032.0,,Green space (soil-covered),2400.0214632940133
TEST-00431,CH543052705696,6033058556,uebrige_humusierte,6032.0,,Green space (soil-covered),1096.3821265033557
TEST-00431,CH543052705696,6033339773,Strasse_Weg,6032.0,,Not green space,915.060635995859
TEST-00991,CH267152300372,6033061385,uebrige_befestigte,6173.0,,Not green space,77.993146001453
TEST-00991,CH267152300372,6033061017,Gebaeude,6173.0,931978,Not green space,164.25021199819813
TEST-00991,CH267152300372,6033339295,Strasse_Weg,6173.0,,Not green space,0.0015900009838780704
TEST-00991,CH267152300372,6033061810,uebrige_humusierte,6173.0,,Green space (soil-covered),0.0011016314717338105
TEST-00991,CH267152300372,6033061454,Gartenanlage,6173.0,,Green space (soil-covered),438.93815049326207
TEST-00996,CH335219305668,6033037863,Reben,6141.0,,Green space (soil-covered),743.4223599980581
TEST-00521,CH659752833002,6033080586,uebrige_befestigte,6212.0,,Not green space,142.91295610693254
TEST-00521,CH659752833002,6033080587,Gartenanlage,6212.0,,Green space (soil-covered),142.1669891692637
TEST-00521,CH659752833002,6033347033,Strasse_Weg,6212.0,,Not green space,2.8800464773665766
TEST-00521,CH659752833002,6033080571,Gebaeude,6212.0,,Not green space,0.0014793376418311235
TEST-00521,CH659752833002,6033080572,Gebaeude,6212.0,,Not green space,121.01314018701292
TEST-00530,CH435267304895,6033087209,Acker_Wiese_Weide,6024.0,,Green space (soil-covered),1070.532983003272
TEST-00807,CH566852309160,6033168379,Acker_Wiese_Weide,6024.0,,Green space (soil-covered),334.9601504992412
TEST-00592,CH466852300484,6033165875,Acker_Wiese_Weide,6024.0,,Green space (soil-covered),11.238372961929002
TEST-00592,CH466852300484,6033316279,geschlossener_Wald,6024.0,,Green space (wooded),1082.2322780452287
TEST-00430,CH289952301317,6033123601,Gartenanlage,6248.0,,Green space (soil-covered),19.44341900064831
TEST-00679,CH283652301270,6033345160,Strasse_Weg,6248.0,,Not green space,2.0053880005418687
TEST-00679,CH283652301270,6033342968,Strasse_Weg,6248.0,,Not green space,2.3048819393636424
TEST-00679,CH283652301270,6033132923,Reben,6248.0,,Green space (soil-covered),562.9917200060493
TEST-00173,CH195217743047,6033131202,Reben,6248.0,,Green space (soil-covered),190.0198029976425
TEST-00135,CH907666227709,6033312136,geschlossener_Wald,6299.0,,Green space (wooded),2606.5822068597226
TEST-00135,CH907666227709,6033134384,Acker_Wiese_Weide,6299.0,,Green space (soil-covered),765.0389451395337
TEST-00861,CH565252304850,6033312263,geschlossener_Wald,6218.0,,Green space (wooded),788.3311619972852
TEST-00811,CH165252306374,6033311827,geschlossener_Wald,6218.0,,Green space (wooded),124.84326250048699
TEST-00374,CH143052524704,6033313174,geschlossener_Wald,6218.0,,Green space (wooded),110.70600900133626
TEST-00190,CH565252305147,6033141062,Gartenanlage,6218.0,,Green space (soil-covered),134.8442084973815
TEST-00072,CH920533523078,6033319560,geschlossener_Wald,6142.0,,Green space (wooded),5119.14764903332
TEST-00072,CH920533523078,6033082665,uebrige_befestigte,6142.0,,Not green space,244.8404659698246
TEST-00072,CH920533523078,6033082666,Acker_Wiese_Weide,6142.0,,Green space (soil-covered),10303.956428315898
TEST-00072,CH920533523078,6033330615,Strasse_Weg,6142.0,,Not green space,4.029950320597511
TEST-00072,CH920533523078,6033330617,Strasse_Weg,6142.0,,Not green space,334.0349796904643
TEST-00072,CH920533523078,6033084103,uebrige_humusierte,6142.0,,Green space (soil-covered),79.78982567320122
TEST-00165,CH495249783033,6033096850,uebrige_bestockte,6213.0,,Green space (wooded),605.2316384340543
TEST-00165,CH495249783033,6033142553,uebrige_humusierte,6213.0,,Green space (soil-covered),258.0557774560845
TEST-00165,CH495249783033,6033142555,Gebaeude,6213.0,504214677,Not green space,5.57967500004759
TEST-00165,CH495249783033,6033142556,Gebaeude,6213.0,504214678,Not green space,27.670876000209525
TEST-00165,CH495249783033,6033142558,uebrige_befestigte,6213.0,,Not green space,13005.65269146821
TEST-00165,CH495249783033,6033142942,uebrige_bestockte,6213.0,,Green space (wooded),158.15393850044327
TEST-00165,CH495249783033,6033142943,uebrige_bestockte,6213.0,,Green space (wooded),176.12555149854006
TEST-00165,CH495249783033,6033142951,uebrige_bestockte,6213.0,,Green space (wooded),511.4540501933276
TEST-00165,CH495249783033,6033143020,uebrige_bestockte,6213.0,,Green space (wooded),609.744800695572
TEST-00597,CH128160523092,6033112617,Acker_Wiese_Weide,6194.0,,Green space (soil-covered),999.0974989953704
TEST-00237,CH585452306907,6033313970,geschlossener_Wald,6037.0,,Green space (wooded),3844.498238005891
TEST-00831,CH806930445230,6033202814,Gebaeude,6037.0,,Not green space,53.937650501187186
TEST-00831,CH806930445230,6033204302,Acker_Wiese_Weide,6037.0,,Green space (soil-covered),294.6805064698311
TEST-00831,CH806930445230,6033204319,Gartenanlage,6037.0,,Green space (soil-covered),0.001251701045530069
TEST-00831,CH806930445230,6033204318,uebrige_befestigte,6037.0,,Not green space,10.650437327076313
TEST-00921,CH555552793018,6033146908,Gebaeude,6158.0,504166002,Not green space,18.336492999861846
TEST-00921,CH555552793018,6033145129,Gartenanlage,6158.0,,Green space (soil-covered),713.2489581235394
TEST-00921,CH555552793018,6033147700,Gebaeude,6158.0,930682,Not green space,54.5440680010237
TEST-00921,CH555552793018,6033149370,uebrige_befestigte,6158.0,,Not green space,50.13377478630147
TEST-00863,CH873099255249,6033013146,Reben,6135.0,,Green space (soil-covered),152.2136444985505
TEST-00590,CH405230015275,6033149619,Acker_Wiese_Weide,6214.0,,Green space (soil-covered),197.59798000014607
TEST-00257,CH443052693755,6033092590,Gartenanlage,6037.0,,Green space (soil-covered),916.9243299918953
TEST-00257,CH443052693755,6033209690,Gebaeude,6037.0,900366,Not green space,83.18666850205513
TEST-00678,CH937773668917,6033342690,Strasse_Weg,6261.0,,Not green space,121.32205804833616
TEST-00678,CH937773668917,6033208387,Acker_Wiese_Weide,6261.0,,Green space (soil-covered),425.0409854478447
TEST-00678,CH937773668917,6033208389,uebrige_befestigte,6261.0,,Not green space,91.80854050077673
TEST-00905,CH157852083037,6033235665,Gartenanlage,6034.0,,Green space (soil-covered),40.3115445008217
TEST-00123,CH721842523005,6033244381,Acker_Wiese_Weide,6089.0,,Green space (soil-covered),311.1040235018659
TEST-00696,CH183552301630,6033249167,uebrige_humusierte,6290.0,,Green space (soil-covered),61.837843494846794
TEST-00297,CH135212302239,6033269754,Acker_Wiese_Weide,6009.0,,Green space (soil-covered),2177.7908629968333
TEST-00157,CH795214763058,6033269772,Acker_Wiese_Weide,6009.0,,Green space (soil-covered),3598.115511011056
TEST-00687,CH273046035220,6033268355,Reben,6137.0,,Green space (soil-covered),147.67955795127594
TEST-00687,CH273046035220,6033289416,Reben,6137.0,,Green space (soil-covered),20.770543886617673
TEST-00687,CH273046035220,6033330057,Strasse_Weg,6137.0,,Not green space,24.69175516475649
TEST-00205,CH235249300082,6033267846,uebrige_humusierte,6137.0,,Green space (soil-covered),74.70432249868546
TEST-00518,CH724255523016,6033305759,geschlossener_Wald,6137.0,,Green space (wooded),416.959165502863
TEST-00317,CH295246893095,6033305771,geschlossener_Wald,6137.0,,Green space (wooded),2582.042182504912
TEST-00637,CH348073777936,6033288042,Gebaeude,6137.0,504213029,Not green space,65.3279549990921
TEST-00637,CH348073777936,6033288255,uebrige_befestigte,6137.0,,Not green space,340.32315399479637
TEST-00890,CH295272693018,6033292210,Reben,6021.0,,Green space (soil-covered),108.40413149868024
TEST-00320,CH158352503067,6033293856,Gebaeude,6021.0,192001653,Not green space,3.966363500221377
TEST-00320,CH158352503067,6033293858,Gartenanlage,6021.0,,Green space (soil-covered),313.6140025818306
TEST-00320,CH158352503067,6033291397,Gartenanlage,6021.0,,Green space (soil-covered),0.003941254941461416
TEST-00320,CH158352503067,6033293861,uebrige_befestigte,6021.0,,Not green space,169.11611969157735
TEST-00320,CH158352503067,6033293866,uebrige_humusierte,6021.0,,Green space (soil-covered),12.491876822235612
TEST-00320,CH158352503067,6033333680,Strasse_Weg,6021.0,,Not green space,50.48565172212393
TEST-00320,CH158352503067,6033293853,Gebaeude,6021.0,191801900,Not green space,99.8550285002714
TEST-00320,CH158352503067,6033329983,Strasse_Weg,6021.0,,Not green space,0.003508275026494978
TEST-00279,CH773077405242,6033330352,Strasse_Weg,6246.0,,Not green space,0.0011864996021138108
TEST-00279,CH773077405242,6033296540,uebrige_befestigte,6246.0,,Not green space,192.72969798092456
TEST-00279,CH773077405242,6033296538,Gartenanlage,6246.0,,Green space (soil-covered),394.20647051672756
TEST-00279,CH773077405242,6033296539,Gebaeude,6246.0,191241830,Not green space,163.2967300004902
TEST-00604,CH954452143083,6033295212,Reben,6246.0,,Green space (soil-covered),431.9780497955676
TEST-00604,CH954452143083,6033295482,uebrige_humusierte,6246.0,,Green space (soil-covered),157.17152469631873
TEST-00940,CH953977896623,6033299157,Acker_Wiese_Weide,6076.0,,Green space (soil-covered),192.12322200240058
TEST-00466,CH676680917763,6033299793,Acker_Wiese_Weide,6076.0,,Green space (soil-covered),371.1409610565442
TEST-00466,CH676680917763,6033299619,Wytweide_dicht,6076.0,,Green space (soil-covered),22.644094451979587
