ID,EGRID,fid,Art,BFSNr,GWR_EGID,Check_GreenSpace,area_m2,input_Bemerkung,bauzonen,bauzonen_m2,habitat,habitat_m2
TEST-00894,CH619420107989,6012210359,Acker_Wiese_Weide,2254.0,,Green space (soil-covered),5147.008764992318,,,,"8.2 Feldkulturen (Äcker); 4.5.1 Talfettwiesen (Fromentalwiese); 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 6.2.3 Waldmeister-Buchenwald",3489.1; 1611.7; 0.2; 46.0
TEST-00458,CH629166109448,6012224851,Acker_Wiese_Weide,2138.0,,Green space (soil-covered),11.881085149473469,,,,9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 4.5.3 Talfettweide (Kammgrasweide),0.0; 11.9
TEST-00458,CH629166109448,6012225078,uebrige_befestigte,2138.0,,Not green space,4.729051750932121,,,,,
TEST-00458,CH629166109448,6012581948,Strasse_Weg,2138.0,,Not green space,0.08002759763589971,,,,,
TEST-00042,CH579491531005,6012224934,Gartenanlage,2138.0,,Green space (soil-covered),399.8659281497551,,Wohnzonen,399.9,"9.2 Bauten; 4.0.0.0.1 Rasen, dynamisch; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",0.4; 1.1; 398.0; 0.3
TEST-00042,CH579491531005,6012224941,Acker_Wiese_Weide,2138.0,,Green space (soil-covered),2.4386877744768127,,Wohnzonen,2.4,"4.0.0.0.1 Rasen, dynamisch; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",2.4; 0.1
TEST-00042,CH579491531005,6012225842,Gebaeude,2138.0,1514707,Not green space,92.25767650211598,,,,,
TEST-00042,CH579491531005,6012225881,uebrige_befestigte,2138.0,,Not green space,153.81092526475302,,,,,
TEST-00042,CH579491531005,6012581565,Strasse_Weg,2138.0,,Not green space,2.487534312629819,,,,,
TEST-00398,CH253710749462,6012368137,uebrige_befestigte,2097.0,,Not green space,22.459804877797662,,,,,
TEST-00398,CH253710749462,6012367945,uebrige_befestigte,2097.0,,Not green space,5.851223913723977,,,,,
TEST-00398,CH253710749462,6012367853,Gebaeude,2097.0,1507937,Not green space,192.70358670861606,,,,,
TEST-00114,CH831072941417,6012555869,Strasse_Weg,2198.0,,Not green space,0.0012520613244149104,,,,,
TEST-00114,CH831072941417,6012557495,Strasse_Weg,2198.0,,Not green space,0.0032984115303440475,,,,,
TEST-00114,CH831072941417,6012385032,Gartenanlage,2198.0,,Green space (soil-covered),0.0022285120366012535,,,,"8.2.3 Hackfruchtacker (Sommerkultur), Garten",0.0
TEST-00114,CH831072941417,6012384552,uebrige_befestigte,2198.0,,Not green space,21.09019046210357,,,,,
TEST-00114,CH831072941417,6012540205,Verkehrsinsel,2197.0,,Not green space,1.2634531752882487,,,,,
TEST-00114,CH831072941417,6012384593,Gartenanlage,2198.0,,Green space (soil-covered),0.0058336531183913465,,Wohnzonen,0.0,"4.0.0.0.3 Rasen, nicht dynamisch; 4.0.3 Begrünung in Tieflagen (Strassenböchungen, etc.)",0.0; 0.0
TEST-00114,CH831072941417,6012384597,Trottoir,2198.0,,Not green space,992.531290803097,,,,,
TEST-00114,CH831072941417,6012384096,Trottoir,2198.0,,Not green space,0.30881343887394397,,,,,
TEST-00114,CH831072941417,6012384614,Gartenanlage,2198.0,,Green space (soil-covered),0.010683315361347923,,Wohnzonen,0.0,"8.2.3 Hackfruchtacker (Sommerkultur), Garten",0.0
TEST-00114,CH831072941417,6012384102,Gartenanlage,2198.0,,Green space (soil-covered),130.48439640385243,,Wohnzonen,0.7,"4.0.0.0.3 Rasen, nicht dynamisch; 4.0.0.0.3 Rasen, nicht dynamisch; 8.2.3 Hackfruchtacker (Sommerkultur), Garten",0.2; 123.4; 0.6
TEST-00114,CH831072941417,6012384119,Gartenanlage,2198.0,,Green space (soil-covered),0.004345530921468676,,,,"8.2.3 Hackfruchtacker (Sommerkultur), Garten",0.0
TEST-00114,CH831072941417,6012385169,uebrige_humusierte,2198.0,,Green space (soil-covered),15.050547822413137,,Wohnzonen,0.0,"9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 4.0.3 Begrünung in Tieflagen (Strassenböchungen, etc.)",0.0; 14.9
TEST-00114,CH831072941417,6012385170,uebrige_humusierte,2198.0,,Green space (soil-covered),20.274534002186822,,Wohnzonen,0.5,"8.2.3 Hackfruchtacker (Sommerkultur), Garten; 4.0.0.0.3 Rasen, nicht dynamisch",0.2; 19.4
TEST-00114,CH831072941417,6012385171,uebrige_humusierte,2198.0,,Green space (soil-covered),31.564189508434357,,Wohnzonen,0.1,"8.2.3 Hackfruchtacker (Sommerkultur), Garten; 4.0.0.0.2 Rasen, mittel dynamisch",0.1; 30.8
TEST-00114,CH831072941417,6012540325,Verkehrsinsel,2198.0,,Not green space,16.722521500493897,,,,,
TEST-00114,CH831072941417,6012384678,Acker_Wiese_Weide,2198.0,,Green space (soil-covered),0.0025255578861180794,,,,,
TEST-00114,CH831072941417,6012554662,Strasse_Weg,2198.0,,Not green space,3518.106854834939,,,,,
TEST-00114,CH831072941417,6012540331,Verkehrsinsel,2198.0,,Not green space,16.280713999046633,,,,,
TEST-00114,CH831072941417,6012384175,uebrige_humusierte,2198.0,,Green space (soil-covered),177.77467200921984,,Wohnzonen,2.0,"8.2.3 Hackfruchtacker (Sommerkultur), Garten; 4.0.3 Begrünung in Tieflagen (Strassenböchungen, etc.)",2.4; 174.4
TEST-00114,CH831072941417,6012540341,Verkehrsinsel,2198.0,,Not green space,26.117890998522228,,,,,
TEST-00114,CH831072941417,6012540347,Verkehrsinsel,2198.0,,Not green space,16.19876100180013,,,,,
TEST-00114,CH831072941417,6012540345,Verkehrsinsel,2198.0,,Not green space,54.89121421005489,,,,,
TEST-00114,CH831072941417,6012540351,Verkehrsinsel,2198.0,,Not green space,21.714408501692716,,,,,
TEST-00114,CH831072941417,6012540355,Verkehrsinsel,2198.0,,Not green space,5.844706000155543,,,,,
TEST-00114,CH831072941417,6012540361,Verkehrsinsel,2198.0,,Not green space,11.300550254347067,,,,,
TEST-00114,CH831072941417,6012384717,Gartenanlage,2198.0,,Green space (soil-covered),0.0015174999441533998,,Wohnzonen,0.0,,
TEST-00114,CH831072941417,6012384718,uebrige_befestigte,2198.0,,Not green space,0.0018979958860772662,,,,,
TEST-00088,CH567410943939,6012361792,Gartenanlage,2206.0,,Green space (soil-covered),306.6169862813185,,Wohnzonen,306.5,"9.2 Bauten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",0.1; 305.9; 0.1
TEST-00088,CH567410943939,6012357348,Gebaeude,2206.0,3092897,Not green space,140.41339050113478,,,,,
TEST-00088,CH567410943939,6012361772,uebrige_befestigte,2206.0,,Not green space,98.62988621886619,,,,,
TEST-00832,CH554685740108,6012553104,Strasse_Weg,2306.0,,Not green space,19.32069252394826,,,,,
TEST-00832,CH554685740108,6012262849,uebrige_humusierte,2306.0,,Green space (soil-covered),747.6627404835921,,,,1.2 Fliessgewässer; 9.3.2 Asphalt- und Betonstrasse; 8.2 Feldkulturen (Äcker); 4.5.1 Talfettwiesen (Fromentalwiese); 4.5.1 Talfettwiesen (Fromentalwiese); 4.5.1 Talfettwiesen (Fromentalwiese),74.9; 0.1; 71.7; 88.2; 512.8; 0.0
TEST-00832,CH554685740108,6012262850,uebrige_humusierte,2306.0,,Green space (soil-covered),1168.0089725903654,,,,1.2 Fliessgewässer; 4.5.3 Talfettweide (Kammgrasweide); 6 Wälder; 9.3.2 Asphalt- und Betonstrasse; 4.5.1 Talfettwiesen (Fromentalwiese),21.9; 9.7; 6.9; 0.1; 1129.5
TEST-00832,CH554685740108,6012262851,Acker_Wiese_Weide,2306.0,,Green space (soil-covered),0.0042997826231721565,,,,8.2 Feldkulturen (Äcker); 4.5.1 Talfettwiesen (Fromentalwiese),0.0; 0.0
TEST-00832,CH554685740108,6012262855,Acker_Wiese_Weide,2306.0,,Green space (soil-covered),0.2674561815350365,,,,4.5.1 Talfettwiesen (Fromentalwiese),0.3
TEST-00832,CH554685740108,6012545365,Gewaesser_fliessendes,2306.0,,Not green space,887.5197938948357,,,,,
TEST-00194,CH791097649429,6012301286,uebrige_befestigte,2148.0,,Not green space,324.5295391899498,,,,,
TEST-00194,CH791097649429,6012302125,uebrige_befestigte,2148.0,,Not green space,0.0031652156407887596,,,,,
TEST-00194,CH791097649429,6012302709,Gartenanlage,2148.0,,Green space (soil-covered),0.0038461705398482593,,Wohnzonen,0.0,"8.2.3 Hackfruchtacker (Sommerkultur), Garten",0.0
TEST-00194,CH791097649429,6012301014,Gartenanlage,2148.0,,Green space (soil-covered),289.38105711025685,,Wohnzonen,289.4,"9.2 Bauten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",0.1; 288.9; 0.5
TEST-00194,CH791097649429,6012300190,Gebaeude,2148.0,1516172,Not green space,182.7048100017115,,,,,
TEST-00472,CH119449108886,6012520171,geschlossener_Wald,2115.0,,Green space (wooded),5236.198246011423,,,,1.2 Fliessgewässer; 6.2.3 Waldmeister-Buchenwald,17.5; 5218.7
TEST-00472,CH119449108886,6012548914,Gewaesser_fliessendes,2115.0,,Not green space,23.2869254739628,,,,,
TEST-00107,CH409894931060,6012319805,Gartenanlage,2309.0,,Green space (soil-covered),0.0022916899827514214,,,,8.2 Feldkulturen (Äcker),0.0
TEST-00107,CH409894931060,6012318454,Acker_Wiese_Weide,2309.0,,Green space (soil-covered),13788.47550980722,,Wohnzonen,0.7,"9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 8.2 Feldkulturen (Äcker); 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 4 Grünland (Naturrasen, Wiesen und Weiden); 4.5.1 Talfettwiesen (Fromentalwiese)",0.3; 0.0; 13755.2; 0.4; 18.0; 14.5
TEST-00785,CH698572620111,6012321120,Gebaeude,2117.0,3120861,Not green space,350.7784680002449,,,,,
TEST-00785,CH698572620111,6012321232,Gartenanlage,2117.0,,Green space (soil-covered),362.9046861646172,,Wohnzonen; Zentrumszonen,0.0; 362.4,"4.5.1 Talfettwiesen (Fromentalwiese); 4.0.0.0.3 Rasen, nicht dynamisch; 9.2 Bauten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",2.2; 0.1; 1.3; 359.2; 0.1
TEST-00785,CH698572620111,6012321233,uebrige_befestigte,2117.0,,Not green space,300.7391453341023,,,,,
TEST-00661,CH738572016401,6012321826,Acker_Wiese_Weide,2117.0,,Green space (soil-covered),3719.4604265083544,,,,4.0.1 Kunstwiese auf Fruchtfolgefläche; 4.5.1 Talfettwiesen (Fromentalwiese),3719.1; 0.4
TEST-00490,CH949410973307,6012291406,Gartenanlage,2152.0,,Green space (soil-covered),6.91397506258205,,Zentrumszonen,0.0,"4.0.0.0.3 Rasen, nicht dynamisch; 8.2.3 Hackfruchtacker (Sommerkultur), Garten",0.3; 6.6
TEST-00490,CH949410973307,6012289582,Acker_Wiese_Weide,2152.0,,Green space (soil-covered),1411.4809274234876,,Zentrumszonen,648.9,"4.0.0.0.3 Rasen, nicht dynamisch; 6 Wälder; 4.5.1 Talfettwiesen (Fromentalwiese); 4.5.3 Talfettweide (Kammgrasweide); 8.2.3 Hackfruchtacker (Sommerkultur), Garten",97.1; 120.8; 924.4; 269.2; 0.0
TEST-00490,CH949410973307,6012542997,Gewaesser_fliessendes,2152.0,,Not green space,2.887598129046923,,,,,
TEST-00490,CH949410973307,6012290677,uebrige_bestockte,2152.0,,Green space (wooded),47.03483137982349,,Zentrumszonen,0.0,6 Wälder; 4.5.1 Talfettwiesen (Fromentalwiese); 4.5.3 Talfettweide (Kammgrasweide),41.7; 1.8; 3.5
TEST-00632,CH379492651028,6012532262,geschlossener_Wald,2155.0,,Green space (wooded),134.6176571445025,,Zentrumszonen,0.1,"1.2 Fliessgewässer; 4.0.0.0.2 Rasen, mittel dynamisch; 6 Wälder; 6 Wälder; 6 Wälder; 6 Wälder; 6 Wälder",3.4; 0.5; 49.3; 8.9; 36.4; 16.1; 20.1
TEST-00632,CH379492651028,6012546486,Gewaesser_fliessendes,2155.0,,Not green space,0.0016404837127920872,,,,,
TEST-00632,CH379492651028,6012427069,Acker_Wiese_Weide,2155.0,,Green space (soil-covered),1537.3815523782996,,Zentrumszonen; Zonen für öffentliche Nutzungen,1536.1; 0.1,"4.0.0.0.2 Rasen, mittel dynamisch; 6 Wälder; 6 Wälder; 6 Wälder; 6 Wälder; 6 Wälder; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.3.2 Asphalt- und Betonstrasse",1526.9; 9.0; 0.1; 0.6; 0.1; 0.2; 0.1; 0.3; 0.0; 0.2
TEST-00262,CH629116109413,6012440078,Acker_Wiese_Weide,2275.0,,Green space (soil-covered),0.008689112872160919,,,,8.2 Feldkulturen (Äcker),0.0
TEST-00262,CH629116109413,6012563778,Strasse_Weg,2275.0,,Not green space,2175.504682508687,,,,,
TEST-00262,CH629116109413,6012440435,uebrige_Intensivkultur,2275.0,,Not green space,0.007421544214480142,,,,,
TEST-00262,CH629116109413,6012440440,Acker_Wiese_Weide,2275.0,,Green space (soil-covered),0.010893838234344543,,,,8.2 Feldkulturen (Äcker),0.0
TEST-00714,CH768910946624,6012562068,Strasse_Weg,2275.0,,Not green space,49.14143688878448,,,,,
TEST-00714,CH768910946624,6012438343,Acker_Wiese_Weide,2275.0,,Green space (soil-covered),0.003694227272688977,,,,4.0.1 Kunstwiese auf Fruchtfolgefläche,0.0
TEST-00714,CH768910946624,6012438253,Bahn,2275.0,,Not green space,2108.3461587406937,,,,,
TEST-00714,CH768910946624,6012438254,Bahn,2275.0,,Not green space,1575.9624390439533,,,,,
TEST-00714,CH768910946624,6012438259,Acker_Wiese_Weide,2275.0,,Green space (soil-covered),0.0035960905228214373,,,,4.0.1 Kunstwiese auf Fruchtfolgefläche,0.0
TEST-00954,CH491091949495,6012561410,Strasse_Weg,2053.0,,Not green space,53.74129476314084,,,,,
TEST-00954,CH491091949495,6012454599,Acker_Wiese_Weide,2053.0,,Green space (soil-covered),399.3596443022045,,Wohnzonen,399.4,"4.0.0.0.3 Rasen, nicht dynamisch; 4.0.1 Kunstwiese auf Fruchtfolgefläche; 4.5.1 Talfettwiesen (Fromentalwiese); 8.2.3 Hackfruchtacker (Sommerkultur), Garten",35.7; 67.0; 289.8; 0.0
TEST-00954,CH491091949495,6012455116,Gartenanlage,2053.0,,Green space (soil-covered),30.036234969382743,,Wohnzonen,30.0,"4.0.0.0.3 Rasen, nicht dynamisch; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 4.5.3 Talfettweide (Kammgrasweide)",0.0; 0.1; 24.0
TEST-00954,CH491091949495,6012448504,uebrige_befestigte,2053.0,,Not green space,0.0020164701374527313,,,,,
TEST-00197,CH831083943096,6012528006,geschlossener_Wald,2163.0,,Green space (wooded),465.24914918353255,,,,6.2.4 Zahnwurz-Buchenwald; 1.2 Fliessgewässer; 6.2.4 Zahnwurz-Buchenwald,384.4; 75.6; 5.2
TEST-00197,CH831083943096,6012527276,geschlossener_Wald,2163.0,,Green space (wooded),10575.533340407626,,,,6.1.2 Weichholz-Auenwald; 6.2.4 Zahnwurz-Buchenwald,166.2; 10409.4
TEST-00197,CH831083943096,6012547187,Gewaesser_fliessendes,2163.0,,Not green space,958.7614529170556,,,,,
TEST-00425,CH331082942190,6012498722,Gebaeude,2234.0,1528047,Not green space,16.826555800260493,,,,,
TEST-00425,CH331082942190,6012497981,Gartenanlage,2234.0,,Green space (soil-covered),68.76013689607649,,,,4.5.1 Talfettwiesen (Fromentalwiese),68.8
TEST-00425,CH331082942190,6012499630,Acker_Wiese_Weide,2234.0,,Green space (soil-covered),13.137795803054509,,,,9.2 Bauten; 4.5.1 Talfettwiesen (Fromentalwiese),1.3; 11.8
TEST-00278,CH179481771062,6012499853,Acker_Wiese_Weide,2234.0,,Green space (soil-covered),5116.39022177333,,,,"8.2 Feldkulturen (Äcker); 9.3.3 Naturstrasse, Weg",5115.3; 1.1
TEST-00672,CH182010949953,6012543913,Gewaesser_fliessendes,2294.0,,Not green space,126.33771163637988,,,,,
TEST-00672,CH182010949953,6012338743,Acker_Wiese_Weide,2294.0,,Green space (soil-covered),173.71208459956077,,,,4.5.1 Talfettwiesen (Fromentalwiese); 4.5.3 Talfettweide (Kammgrasweide); 6.2.4 Zahnwurz-Buchenwald; 6.2 Buchenwälder; 6.2.4 Zahnwurz-Buchenwald,25.2; 33.3; 0.0; 4.5; 110.7
TEST-00672,CH182010949953,6012533594,geschlossener_Wald,2294.0,,Green space (wooded),2660.320013809139,,,,4.5.3 Talfettweide (Kammgrasweide); 1.2 Fliessgewässer; 6.2.4 Zahnwurz-Buchenwald,131.1; 13.5; 2515.7
TEST-00672,CH182010949953,6012532542,geschlossener_Wald,2294.0,,Green space (wooded),0.006200973920520925,,,,6.2.4 Zahnwurz-Buchenwald,0.0
TEST-00672,CH182010949953,6012532543,geschlossener_Wald,2294.0,,Green space (wooded),4240.66659999658,,,,4.5.1 Talfettwiesen (Fromentalwiese); 1.2 Fliessgewässer; 6.2.4 Zahnwurz-Buchenwald; 6.2 Buchenwälder; 6.2.4 Zahnwurz-Buchenwald,4.2; 97.3; 2.9; 39.3; 4097.0
TEST-00201,CH187733837711,6028390175,Strasse_Weg,1706.0,,Not green space,77.7698367768728,,,,,
TEST-00201,CH187733837711,6028262711,Gartenanlage,1706.0,,Green space (soil-covered),112.68293921207055,,Wohnzonen; Wohnzonen,93.1; 19.6,"9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 8.2.3 Hackfruchtacker (Sommerkultur), Garten",0.4; 112.3
TEST-00201,CH187733837711,6028262712,Trottoir,1706.0,,Not green space,49.92061667058962,,,,,
TEST-00201,CH187733837711,6028262716,Gebaeude,1706.0,190543116,Not green space,383.2290779994812,,,,,
TEST-00201,CH187733837711,6028262755,uebrige_befestigte,1706.0,,Not green space,533.8349858792764,,,,,
TEST-00201,CH187733837711,6028262759,Gartenanlage,1706.0,,Green space (soil-covered),918.104135964054,,Wohnzonen; Wohnzonen,823.6; 94.5,"9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 9.2 Bauten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten",1.5; 0.9; 914.8
TEST-00367,CH346506747884,6028332033,Gebaeude,1711.0,90000470,Not green space,73.18772450105439,,,,,
TEST-00367,CH346506747884,6028378651,geschlossener_Wald,1711.0,,Green space (wooded),10.996911791646745,,,,"4.0.0.0.1 Rasen, dynamisch",11.0
TEST-00367,CH346506747884,6028338719,uebrige_befestigte,1711.0,,Not green space,1328.6857080050195,,,,,
TEST-00367,CH346506747884,6028327462,uebrige_befestigte,1711.0,,Not green space,88.99234800001838,,,,,
TEST-00367,CH346506747884,6028347468,Gebaeude,1711.0,191987690,Not green space,7.500001000000095,,,,,
TEST-00367,CH346506747884,6028334198,Gebaeude,1711.0,191987687,Not green space,14.903215999547639,,,,,
TEST-00367,CH346506747884,6028328631,Gartenanlage,1711.0,,Green space (soil-covered),1574.1861211116168,,Zonen für öffentliche Nutzungen,1572.6,"8.2.3 Hackfruchtacker (Sommerkultur), Garten",1572.4
TEST-00367,CH346506747884,6028328633,Gartenanlage,1711.0,,Green space (soil-covered),173.90732999806815,,Zonen für öffentliche Nutzungen,173.4,"8.2.3 Hackfruchtacker (Sommerkultur), Garten",173.2
TEST-00367,CH346506747884,6028343493,Gebaeude,1711.0,190963609,Not green space,241.90466299915306,,,,,
TEST-00367,CH346506747884,6028343497,uebrige_befestigte,1711.0,,Not green space,688.6284229753069,,,,,
TEST-00367,CH346506747884,6028343499,Gartenanlage,1711.0,,Green space (soil-covered),2186.612383216676,,Zonen für öffentliche Nutzungen,2186.5,"8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 6 Wälder; 9.2 Bauten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",1720.2; 2.6; 2.9; 452.8; 0.0; 4.3; 2.0; 0.2
TEST-00367,CH346506747884,6028343502,uebrige_befestigte,1711.0,,Not green space,1278.714958999799,,,,,
TEST-00367,CH346506747884,6028343505,uebrige_befestigte,1711.0,,Not green space,1262.9754814989417,,,,,
TEST-00367,CH346506747884,6028348124,uebrige_befestigte,1711.0,,Not green space,3438.8753329415244,,,,,
TEST-00367,CH346506747884,6028348126,Gartenanlage,1711.0,,Green space (soil-covered),1211.565145578019,,Zonen für öffentliche Nutzungen,1210.8,"8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",1210.5; 0.9
TEST-00367,CH346506747884,6028348127,Gartenanlage,1711.0,,Green space (soil-covered),146.15015400250465,,Zonen für öffentliche Nutzungen,146.2,"9.2 Bauten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",1.6; 143.5; 1.0
TEST-00367,CH346506747884,6028345569,uebrige_humusierte,1711.0,,Green space (soil-covered),33.04991285223,,Wohnzonen; Zonen für öffentliche Nutzungen,0.1; 32.5,"4.0.0.0.1 Rasen, dynamisch; 4.0.0.0.1 Rasen, dynamisch; 9.3.3 Naturstrasse, Weg",20.0; 12.9; 0.1
TEST-00367,CH346506747884,6028348129,Gartenanlage,1711.0,,Green space (soil-covered),361.9459395738529,,Zonen für öffentliche Nutzungen,361.8,"8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",361.5; 0.4
TEST-00367,CH346506747884,6028348130,Gartenanlage,1711.0,,Green space (soil-covered),41.29862900074893,,Zonen für öffentliche Nutzungen,41.3,"8.2.3 Hackfruchtacker (Sommerkultur), Garten",41.3
TEST-00367,CH346506747884,6028345572,uebrige_befestigte,1711.0,,Not green space,9.327516279978363,,,,,
TEST-00367,CH346506747884,6028348132,Gartenanlage,1711.0,,Green space (soil-covered),82.08573350215117,,Zonen für öffentliche Nutzungen,82.1,"9.2 Bauten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",0.5; 81.1; 0.5
TEST-00367,CH346506747884,6028348134,Gartenanlage,1711.0,,Green space (soil-covered),1763.2419850666463,,Wohnzonen; Zonen für öffentliche Nutzungen,0.0; 1763.2,"9.2 Bauten; 4.0.0.0.2 Rasen, mittel dynamisch; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",1.4; 2.0; 1757.7; 2.2
TEST-00367,CH346506747884,6028345575,Gartenanlage,1711.0,,Green space (soil-covered),2649.383922519476,,Zonen für öffentliche Nutzungen,2649.4,"9.2 Bauten; 9.2 Bauten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",1.1; 0.1; 2641.2; 0.4; 4.0
TEST-00367,CH346506747884,6028348137,Gebaeude,1711.0,191866819,Not green space,1067.2234079995585,,,,,
TEST-00367,CH346506747884,6028348139,Gebaeude,1711.0,191847002,Not green space,19.48902399965082,,,,,
TEST-00367,CH346506747884,6028345582,Gartenanlage,1711.0,,Green space (soil-covered),834.6948867006384,,Wohnzonen; Zonen für öffentliche Nutzungen,0.1; 834.6,"8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",833.7; 0.4; 0.1
TEST-00367,CH346506747884,6028345586,Gartenanlage,1711.0,,Green space (soil-covered),274.09029296424234,,Zonen für öffentliche Nutzungen,274.1,"8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung; 9.3.3 Naturstrasse, Weg",273.3; 0.1; 0.0
TEST-00367,CH346506747884,6028343038,Trottoir,1711.0,,Not green space,26.28357925775302,,,,,
TEST-00367,CH346506747884,6028338958,uebrige_befestigte,1711.0,,Not green space,515.8856699797215,,,,,
TEST-00367,CH346506747884,6028336931,uebrige_humusierte,1711.0,,Green space (soil-covered),5.496085934479296,,Wohnzonen; Zonen für öffentliche Nutzungen,0.0; 5.5,"4.0.0.0.2 Rasen, mittel dynamisch; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",5.4; 0.0
TEST-00367,CH346506747884,6028394789,Strasse_Weg,1711.0,,Not green space,17.376255800218193,,,,,
TEST-00367,CH346506747884,6028345663,uebrige_befestigte,1711.0,,Not green space,41.75074293728507,,,,,
TEST-00367,CH346506747884,6028397380,Strasse_Weg,1711.0,,Not green space,0.02940862086157542,,,,,
TEST-00367,CH346506747884,6028302150,uebrige_befestigte,1711.0,,Not green space,1265.6971789998465,,,,,
TEST-00367,CH346506747884,6028400465,Strasse_Weg,1711.0,,Not green space,73.70059449331455,,,,,
TEST-00367,CH346506747884,6028341162,Gartenanlage,1711.0,,Green space (soil-covered),25.421012103175205,,Wohnzonen; Zonen für öffentliche Nutzungen,0.2; 25.2,"8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",25.3; 0.1
TEST-00367,CH346506747884,6028390838,Strasse_Weg,1711.0,,Not green space,680.6510380387691,,,,,
TEST-00367,CH346506747884,6028346336,uebrige_befestigte,1711.0,,Not green space,602.7688507733945,,,,,
TEST-00367,CH346506747884,6028342241,Gartenanlage,1711.0,,Green space (soil-covered),263.4794004961866,,Zonen für öffentliche Nutzungen,263.5,"8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",262.0; 1.1
TEST-00367,CH346506747884,6028342242,Gebaeude,1711.0,190849111,Not green space,399.55358099415633,,,,,
TEST-00367,CH346506747884,6028337639,uebrige_humusierte,1711.0,,Green space (soil-covered),402.7674839988377,,Zonen für öffentliche Nutzungen,402.8,"4.0.0.0.2 Rasen, mittel dynamisch; 8.2.3 Hackfruchtacker (Sommerkultur), Garten",402.4; 0.4
TEST-00367,CH346506747884,6028332026,Gebaeude,1711.0,90000468,Not green space,1607.4376504991897,,,,,
TEST-00367,CH346506747884,6028332027,Gebaeude,1711.0,90000479,Not green space,23.393021498837772,,,,,
TEST-00474,CH197779746639,6033332768,Strasse_Weg,,,Not green space,74.46352830979328,,,,,
TEST-00474,CH197779746639,6033018563,Gartenanlage,,,Green space (soil-covered),588.1870466827565,,Wohnzonen,588.2,"9.3.2 Asphalt- und Betonstrasse; 9.2 Bauten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 8.2.3 Hackfruchtacker (Sommerkultur), Garten; 9.0.2 Versiegelte vegetationslose Fläche ohne erkennbare Nutzung",1.2; 0.1; 552.9; 33.6; 0.3
